id,data
22,"(_22:住宿 {description: '""\u63d0\u4f9b\u4f11\u606f\u573a\u6240\u7684\u670d\u52a1\u6216\u8bbe\u65bd\u3002""<SEP>""\u65c5\u884c\u8005\u5728\u65c5\u884c\u4e2d\u9009\u62e9\u7684\u4f4f\u5bbf\u7c7b\u578b\u3002""<SEP>""\u65c5\u6e38\u65f6\u7684\u4e00\u79cd\u6d3b\u52a8\uff0c\u5982\u4f4f\u9152\u5e97\u3002""<SEP>""\u9152\u5e97\u63d0\u4f9b\u7684\u670d\u52a1\u4e4b\u4e00\u3002""', entity_type: '""\u670d\u52a1""', source_id: 'chunk-a9ca85ff93948f3601e850c894dd5185<SEP>chunk-4ed29871bfa9f6a5d591db891eb3ae9c<SEP>chunk-221dbbfdc3f5abbf4905fa13b2a9c2c6<SEP>chunk-25a911f3ed6b42e894dd690726c4ec49'})"
23,"(_23:呆在家里 {description: '""\u8868\u793a\u5728\u5bb6\u4e2d\u7684\u4f4d\u7f6e\u3002""', entity_type: '""\u5730\u7406\u4f4d\u7f6e""', source_id: 'chunk-4c321e7e0ec960bc540ad448ae4ba5a0'})"
24,"(_24:追剧 {description: '""\u4e94\u4e00\u671f\u95f4\u9009\u62e9\u8ffd\u5267\u4f5c\u4e3a\u4f11\u95f2\u6d3b\u52a8\u7684\u4e8b\u4ef6\u3002""<SEP>""\u6d89\u53ca\u4f11\u95f2\u3001\u5a31\u4e50\u7684\u6d3b\u52a8\u3002""<SEP>""\u8bc4\u8bba\u8005\u6b63\u5728\u8fdb\u884c\u7684\u5a31\u4e50\u6d3b\u52a8\u3002""<SEP>""\u5728\u5bb6\u8fde\u7eed\u4e09\u5929\u89c2\u770b\u4e09\u90e8\u5267\u7684\u6d3b\u52a8\u3002""<SEP>""\u5728\u5bb6\u8eba\u5e73\u65f6\u8fdb\u884c\u7684\u6d3b\u52a8\u3002""<SEP>""\u5c0f\u83f2\u548c\u83e0\u841d\u5439\u96ea\u8fdb\u884c\u7684\u6d3b\u52a8\u3002""<SEP>""\u5728\u5bb6\u8ffd\u5267\u7684\u884c\u4e3a\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-6e242faa6c9ad8ff95779194c38ba5f8<SEP>chunk-4c321e7e0ec960bc540ad448ae4ba5a0<SEP>chunk-f9b4b9a811ccdea6ca39cb11ca94b384<SEP>chunk-dbf9c378371817323899589c790265da<SEP>chunk-d02d07c6aafdbd7be72440601898da54<SEP>chunk-b12dd014e05a8104ab2b66abb86b06f4'})"
25,"(_25:家庭 {description: '""90\u540e\u611f\u5230\u4e22\u8138\u7684\u5730\u70b9\u3002""<SEP>""\u2018\u6211\u2019\u548c\u5b69\u5b50\u4eec\u6240\u5c5e\u7684\u793e\u4f1a\u7ec4\u7ec7\u3002""<SEP>""\u4e00\u5bb6\u56db\u53e3\u7ec4\u6210\u7684\u5bb6\u5ead\u3002""<SEP>""\u5b85\u7537\u6240\u5728\u7684\u73af\u5883\uff0c\u5373\u5bb6\u5ead\u3002""<SEP>""\u63cf\u8ff0\u7238\u7238\u3001\u4e8c\u5b9d\u548c\u5927\u5b9d\u4e4b\u95f4\u7684\u5173\u7cfb\u6240\u5c5e\u7684\u7c7b\u522b\u3002""<SEP>""\u89c2\u770b\u7535\u89c6\u7684\u573a\u6240\u6240\u5c5e\u7684\u793e\u4f1a\u5355\u4f4d\u3002""<SEP>""\u8868\u793a\u5bb6\uff0c\u8eb2\u96e8\u7684\u573a\u6240\u3002""<SEP>""\u8bc4\u8bba\u8005\u9009\u62e9\u5728\u5bb6\u4f11\u606f\u7684\u5730\u70b9\u3002""<SEP>""\u4e0e\u5bb6\u5ead\u76f8\u5173\u7684\u6982\u5ff5\u3002""<SEP>""\u63d0\u4f9b\u5728\u5bb6\u4f11\u606f\u548c\u8ffd\u5267\u73af\u5883\u7684\u57fa\u672c\u5355\u4f4d\u3002""<SEP>""\u8bc4\u8bba\u8005\u6240\u5c5e\u7684\u5bb6\u5ead\u5355\u4f4d\u3002""<SEP>""\u8bc4\u8bba\u8005\u6240\u5728\u7684\u5c45\u4f4f\u5355\u4f4d\uff0c\u5373\u5bb6\u5ead\u3002""<SEP>""\u5e26\u5a03\u7684\u5bb6\u5ead\u6574\u4f53\u3002""<SEP>""\u6307\u4ee3\u4e00\u4e2a\u5305\u542b\u7236\u6bcd\u3001\u5b69\u5b50\u7b49\u6210\u5458\u7684\u751f\u6d3b\u5355\u5143\u3002""<SEP>""\u6307\u7531\u5bb6\u5ead\u6210\u5458\u7ec4\u6210\u7684\u7fa4\u4f53\u3002""<SEP>""\u5543\u8001\u65cf\u5c45\u4f4f\u548c\u4f9d\u8d56\u7684\u793e\u4f1a\u5355\u4f4d\uff0c\u5373\u5bb6\u5ead\u3002""<SEP>""\u6307\u6211\u6240\u5728\u7684\u5c45\u4f4f\u73af\u5883\uff0c\u9650\u5236\u4e86\u6211\u7684\u6d3b\u52a8\u9009\u62e9\u3002""<SEP>""\u517b\u732a\u8005\u7684\u5bb6\u5ead\u80cc\u666f\u3002""<SEP>""\u7531\u5bb6\u5ead\u6210\u5458\u7ec4\u6210\u7684\u793e\u4f1a\u5355\u4f4d\u3002""<SEP>""\u56de\u5bb6\u8fc7\u8282\u7684\u5b9e\u4f53\uff0c\u6d89\u53ca\u5bb6\u5ead\u6210\u5458\u56e2\u805a\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-af6ca6b6e94e53bb74179419f4ee46ce<SEP>chunk-baf29a2608238067f65d4ef5e0e2892e<SEP>chunk-8debfeff10a60283bd56dcec66989493<SEP>chunk-bcac6add4cd03d1cdc91ebdfaa679df1<SEP>chunk-dbf9c378371817323899589c790265da<SEP>chunk-9e5c045f6c6b5f381c905430fe912f12<SEP>chunk-885296b5451ee8285b3937b864a6aa5f<SEP>chunk-15baab28e2b2c3ab74b6e810df2a1e58<SEP>chunk-918881e1be1b0ea3a55295a9466c19d6<SEP>chunk-3ef4a973afadcfd0e9774d16449738b5<SEP>chunk-94fe7bb45156e33ac5303104b3ca2b4d<SEP>chunk-bccc0945b557f23bc3a8d25e5266945a<SEP>chunk-cbc6d7fbed75403c48f5b1abeddb0d91<SEP>chunk-65f88a75ba37e7a037cd5f5621d0a74c<SEP>chunk-ff07123f509e89448b95026a71f9fa9d<SEP>chunk-1e76aebf9dbd5f6bd363e0946c69e662<SEP>chunk-440a5f13a0c2c5d19a8e50b3c4383c1a<SEP>chunk-5aaaccf36b9dcd0ae9b912c76eb6dfb7<SEP>chunk-4ae5433da05216997643dc5e8ed78a49<SEP>chunk-efca08d26c22417c2c71565b6db7c33b'})"
26,"(_26:独处时间 {description: '""\u7238\u7238\u5e26\u4e8c\u5b9d\u51fa\u53bb\u73a9\u540e\uff0c\u5927\u5b9d\u4eab\u53d7\u7684\u72ec\u5904\u65f6\u95f4\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-cbc6d7fbed75403c48f5b1abeddb0d91'})"
27,"(_27:二宝 {description: '""\u7238\u7238\u5e26\u51fa\u53bb\u73a9\u7684\u5b69\u5b50\u3002""', entity_type: '""\u4eba\u7269""', source_id: 'chunk-cbc6d7fbed75403c48f5b1abeddb0d91'})"
28,"(_28:大宝 {description: '""\u81ea\u5df1\u51fa\u53bb\u73a9\u7684\u5b69\u5b50\u3002""<SEP>""\u9700\u8981\u8865\u8bfe\u7684\u4eba\u3002""<SEP>""\u9700\u8981\u8865\u8bfe\u7684\u5b66\u751f\uff0c\u53ef\u80fd\u662f\u6307\u4f5c\u8005\u7684\u5b50\u5973\u3002""', entity_type: '""\u4eba\u7269""', source_id: 'chunk-cbc6d7fbed75403c48f5b1abeddb0d91<SEP>chunk-140aca47d5e8c77d84999ce81913cd1d'})"
29,"(_29:爸爸 {description: '""\u5e26\u5b69\u5b50\u51fa\u53bb\u6e38\u73a9\u7684\u4eba\u3002""', entity_type: '""\u4eba\u7269""', source_id: 'chunk-cbc6d7fbed75403c48f5b1abeddb0d91'})"
30,"(_30:游玩 {description: '""\u4e0a\u73ed\u65cf\u51fa\u95e8\u540e\u7684\u6d3b\u52a8\uff0c\u5373\u6e38\u73a9\u3002""<SEP>""\u4e0b\u96e8\u5929\u53d6\u6d88\u7684\u5a31\u4e50\u6d3b\u52a8\u3002""<SEP>""\u4e94\u4e00\u671f\u95f4\u4eba\u4eec\u8003\u8651\u7684\u6d3b\u52a8\u3002""<SEP>""\u63cf\u8ff0\u7238\u7238\u5e26\u4e8c\u5b9d\u548c\u5927\u5b9d\u51fa\u53bb\u8fdb\u884c\u7684\u5a31\u4e50\u6d3b\u52a8\u3002""<SEP>""\u4e94\u4e00\u671f\u95f4\u53ef\u80fd\u7684\u6d3b\u52a8\u4e4b\u4e00\uff0c\u4f46\u53d7\u9650\u4e8e\u7ecf\u6d4e\u56e0\u7d20\u3002""<SEP>""\u6307\u2018\u6211\u2019\u5728\u9ea6\u7530\u5730\u8fdb\u884c\u7684\u6e38\u73a9\u6d3b\u52a8\u3002""<SEP>""\u4e94\u4e00\u671f\u95f4\u7684\u6d3b\u52a8\u3002""<SEP>""\u4eba\u4eec\u5728\u5047\u671f\u7b49\u65f6\u95f4\u8fdb\u884c\u7684\u6d3b\u52a8\u3002""<SEP>""\u5728\u672c\u53bf\u8fdb\u884c\u7684\u5a31\u4e50\u6d3b\u52a8\u3002""<SEP>""\u6e38\u5ba2\u5728\u5e7f\u4e1c\u53ef\u80fd\u8fdb\u884c\u7684\u6d3b\u52a8\u3002""<SEP>""\u6307\u4eba\u4eec\u524d\u5f80\u666f\u533a\u8fdb\u884c\u5a31\u4e50\u6d3b\u52a8\u3002""<SEP>""\u653e\u5047\u671f\u95f4\u7684\u6d3b\u52a8\u7c7b\u578b\u3002""<SEP>""\u8ba1\u5212\u5728\u653e\u5047\u671f\u95f4\u8fdb\u884c\u7684\u6d3b\u52a8\u3002""<SEP>""\u6307\u4ee3\u5728\u5341\u4e00\u5047\u671f\u671f\u95f4\u8fdb\u884c\u7684\u6d3b\u52a8\u3002""<SEP>""\u63cf\u8ff0\u4e94\u4e00\u5047\u671f\u671f\u95f4\u7684\u6d3b\u52a8\u3002""<SEP>""\u5728\u5047\u671f\u8fdb\u884c\u7684\u6d3b\u52a8\u3002""<SEP>""\u56e0\u5929\u6c14\u539f\u56e0\u65e0\u6cd5\u5b9e\u73b0\u7684\u6e38\u73a9\u6d3b\u52a8\u3002""<SEP>""\u4eca\u5e74\u4e94\u4e00\u4eba\u4eec\u7684\u6d3b\u52a8\u6216\u8ba1\u5212\u3002""<SEP>""\u53bb\u5e74\u4e94\u4e00\u671f\u95f4\u4eba\u4eec\u7684\u6d3b\u52a8\u3002""<SEP>""\u6d89\u53ca\u5a31\u4e50\u4f11\u95f2\u6d3b\u52a8\u7684\u4e8b\u4ef6\u3002""<SEP>""\u6d89\u53ca\u4f11\u95f2\u6d3b\u52a8\u7684\u8ba1\u5212\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-af6ca6b6e94e53bb74179419f4ee46ce<SEP>chunk-761a3a63237e4d58c80d410c6c8e6af6<SEP>chunk-01d26eab0466e43c92cb635fd9881dfd<SEP>chunk-de5439b0938d9cbc06e63379df261057<SEP>chunk-bfdc39d234686e5ebe2d99bfaad0bfba<SEP>chunk-673c54ec7e2cbbbf06ae314c0ac03580<SEP>chunk-d528a81a7e1141c83f4a975dac48794d<SEP>chunk-7f6da03dabd7c9d46e5437f3d9d1de83<SEP>chunk-1c31f052c5e8d54ec21e502a7d36d9a1<SEP>chunk-59e10cd1fefc9b6ceff0d77808d75590<SEP>chunk-2102d2cf74c617d6c24fe4dd3cf9db9c<SEP>chunk-834d74d5ac9d5d646a45a9c40ebe0902<SEP>chunk-d07872a16a4076e6f41fb178ff348b45<SEP>chunk-cbc6d7fbed75403c48f5b1abeddb0d91<SEP>chunk-07af288af790e1cfa7dc0c5b8dc6fcaa<SEP>chunk-3611a81d3ac304092cbe51936de20b2a<SEP>chunk-65de1110d03a4f3aa5b3020d8622a3a0<SEP>chunk-19e21619d73bf980fc8a80fb33d84fb0<SEP>chunk-e2968fc5e3beb616d22636dfcfe62b3d'})"
31,"(_31:戏剧 {description: '""\u4e00\u79cd\u827a\u672f\u5f62\u5f0f\uff0c\u901a\u5e38\u6d89\u53ca\u89d2\u8272\u626e\u6f14\u548c\u6545\u4e8b\u53d9\u8ff0\u3002""<SEP>""\u7aa6\u5a25\u6545\u4e8b\u53ef\u80fd\u51fa\u73b0\u5728\u620f\u5267\u4f5c\u54c1\u4e2d\u7684\u4e00\u79cd\u7c7b\u522b\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-4e695c008ea675686d4c5ea03da1430f<SEP>chunk-5ae72ed73f80a868710977c872b6de72'})"
32,"(_32:文化遗产 {description: '""\u7aa6\u5a25\u6545\u4e8b\u53ef\u80fd\u88ab\u89c6\u4e3a\u4e2d\u56fd\u7684\u6587\u5316\u9057\u4ea7\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-5ae72ed73f80a868710977c872b6de72'})"
33,"(_33:冤魂 {description: '""\u6307\u56e0\u51a4\u5c48\u800c\u6b7b\u7684\u7075\u9b42\uff0c\u5e38\u4e0e\u51a4\u6848\u76f8\u5173\u8054\u3002""', entity_type: '""\u4eba\u7269""', source_id: 'chunk-5ae72ed73f80a868710977c872b6de72'})"
34,"(_34:传说 {description: '""\u7aa6\u5a25\u6545\u4e8b\u5c5e\u4e8e\u4e2d\u56fd\u4f20\u7edf\u6587\u5316\u4e2d\u7684\u4f20\u8bf4\u6545\u4e8b\u3002""', entity_type: '""\u6982\u5ff5""', source_id: 'chunk-5ae72ed73f80a868710977c872b6de72'})"
35,"(_35:窦娥 {description: '""\u53e4\u4ee3\u4e2d\u56fd\u8457\u540d\u5973\u6027\u89d2\u8272\uff0c\u4f20\u8bf4\u4e2d\u7684\u51a4\u9b42\u3002""', entity_type: '""\u4eba\u7269""', source_id: 'chunk-5ae72ed73f80a868710977c872b6de72'})"
36,"(_36:冤案 {description: '""\u7aa6\u5a25\u7684\u6545\u4e8b\u6d89\u53ca\u5230\u7684\u4e00\u4e2a\u51a4\u6848\u4e8b\u4ef6\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-5ae72ed73f80a868710977c872b6de72'})"
37,"(_37:悲剧 {description: '""\u6307\u4e0d\u6109\u5feb\u6216\u4e0d\u5e78\u7684\u6545\u4e8b\u6216\u4e8b\u4ef6\u3002""<SEP>""\u7aa6\u5a25\u7684\u6545\u4e8b\u53ef\u80fd\u88ab\u5f52\u7c7b\u4e3a\u60b2\u5267\u7c7b\u522b\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-5ae72ed73f80a868710977c872b6de72<SEP>chunk-3d1bedf4e9eaabbd01e0752cd05f3b1f'})"
38,"(_38:民间故事 {description: '""\u7aa6\u5a25\u6545\u4e8b\u53ef\u80fd\u5c5e\u4e8e\u6c11\u95f4\u6545\u4e8b\u7c7b\u522b\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-5ae72ed73f80a868710977c872b6de72'})"
39,"(_39:古代中国 {description: '""\u7aa6\u5a25\u6545\u4e8b\u53d1\u751f\u7684\u65f6\u4ee3\u80cc\u666f\u548c\u5730\u57df\u3002""', entity_type: '""\u5730\u7406\u4f4d\u7f6e""', source_id: 'chunk-5ae72ed73f80a868710977c872b6de72'})"
40,"(_40:戏剧作品 {description: '""\u7aa6\u5a25\u7684\u6545\u4e8b\u53ef\u80fd\u88ab\u6539\u7f16\u4e3a\u620f\u5267\u4f5c\u54c1\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-5ae72ed73f80a868710977c872b6de72'})"
41,"(_41:文学 {description: '""\u300a\u5170\u4ead\u96c6\u5e8f\u300b\u4f5c\u4e3a\u6587\u5b66\u4f5c\u54c1\uff0c\u5c5e\u4e8e\u4e2d\u56fd\u6587\u5b66\u7684\u4e00\u90e8\u5206\u3002""<SEP>""\u7aa6\u5a25\u7684\u6545\u4e8b\u53ef\u80fd\u88ab\u5305\u542b\u5728\u6587\u5b66\u4f5c\u54c1\u4e2d\u3002""<SEP>""\u4eba\u7c7b\u8868\u8fbe\u601d\u60f3\u3001\u60c5\u611f\u548c\u6545\u4e8b\u7684\u4e00\u79cd\u5f62\u5f0f\uff0c\u5305\u62ec\u8bd7\u6b4c\u3001\u5c0f\u8bf4\u3001\u620f\u5267\u7b49\u3002""', entity_type: '""\u7c7b\u522b""', source_id: 'chunk-f3e41de8355606881b284a9f035a2660<SEP>chunk-57c77640927b4f12cd1eb94f66c070dc<SEP>chunk-5ae72ed73f80a868710977c872b6de72'})"
42,"(_42:天气 {description: '""\u5317\u4eac\u8fd9\u51e0\u5929\u7684\u5929\u6c14\u7c7b\u578b\u3002""<SEP>""\u5bfc\u81f4\u65e0\u6cd5\u51fa\u884c\u548c\u6e38\u73a9\u7684\u5929\u6c14\u72b6\u51b5\u3002""<SEP>""\u5f71\u54cd\u4eba\u4eec\u6d3b\u52a8\u7684\u81ea\u7136\u73b0\u8c61\u3002""<SEP>\u5929\u6c14\u662f\u6307\u5f71\u54cd\u5730\u7403\u8868\u9762\u7684\u5404\u79cd\u6c14\u8c61\u6761\u4ef6\uff0c\u5305\u62ec\u4e0b\u96e8\u3001\u66b4\u98ce\u96e8\u3001\u96ea\u7b49\u81ea\u7136\u73b0\u8c61\u3002\u7279\u522b\u662f\u5728\u4e94\u4e00\u671f\u95f4\uff0c\u5929\u6c14\u7684\u53d8\u5316\u548c\u72b6\u51b5\u6210\u4e3a\u5f71\u54cd\u4eba\u4eec\u6d3b\u52a8\u9009\u62e9\u3001\u51fa\u884c\u6e38\u73a9\u3001\u65c5\u6e38\u4f53\u9a8c\u7684\u91cd\u8981\u56e0\u7d20\u3002\u4f8b\u5982\uff0c\u4e94\u4e00\u671f\u95f4\u7684\u6c14\u5019\u72b6\u51b5\u3001\u5317\u4eac\u3001\u5e7f\u5dde\u3001\u91cd\u5e86\u7b49\u5730\u7684\u5929\u6c14\u60c5\u51b5\uff0c\u4ee5\u53ca\u4e91\u5357\u5730\u533a\u7684\u964d\u96e8\u60c5\u51b5\uff0c\u90fd\u76f4\u63a5\u5f71\u54cd\u4e86\u4eba\u4eec\u7684\u51fa\u884c\u5b89\u6392\u3001\u6d3b\u52a8\u9009\u62e9\u4ee5\u53ca\u65c5\u6e38\u51b3\u7b56\u3002\u6b64\u5916\uff0c\u5929\u6c14\u8fd8\u5f71\u54cd\u7740\u4eba\u4eec\u7684\u65e5\u5e38\u751f\u6d3b\u3001\u9732\u8425\u6d3b\u52a8\u3001\u8c03\u4f11\u5b89\u6392\u4ee5\u53ca\u653e\u5047\u5b89\u6392\u7b49\u3002\u603b\u7684\u6765\u8bf4\uff0c\u5929\u6c14\u662f\u5f71\u54cd\u4eba\u4eec\u51fa\u884c\u3001\u6d3b\u52a8\u5b89\u6392\u3001\u5fc3\u60c5\u4e43\u81f3\u6574\u4e2a\u793e\u4f1a\u751f\u6d3b\u7684\u81ea\u7136\u73b0\u8c61\u3002<SEP>""\u5f71\u54cd\u57ce\u5e02\u9009\u62e9\u7684\u91cd\u8981\u56e0\u7d20\u3002""<SEP>""\u63d0\u53ca\u7684\u5929\u6c14\u4fe1\u606f\u3002""<SEP>""\u6d89\u53ca\u5929\u6c14\u60c5\u51b5\u7684\u7c7b\u522b\u3002""<SEP>""\u5f71\u54cd\u51fa\u884c\u548c\u6d3b\u52a8\u7684\u5929\u6c14\u72b6\u51b5\u3002""<SEP>""\u63cf\u8ff0\u6c14\u5019\u72b6\u51b5\u7684\u672f\u8bed\uff0c\u8fd9\u91cc\u6307\u6c5f\u82cf\u7684\u5929\u6c14\u60c5\u51b5\u3002""<SEP>""\u6674\u5929\u662f\u4e00\u79cd\u5929\u6c14\u7c7b\u522b\u3002""<SEP>""\u6307\u4ee3\u5c71\u4e1c\u3001\u9752\u5c9b\u3001\u65e5\u7167\u7684\u5929\u6c14\u72b6\u51b5\u3002""<SEP>""\u5f71\u54cd\u6e56\u5357\u5730\u533a\uff0c\u5305\u62ec\u957f\u6c99\u5728\u5185\u7684\u5929\u6c14\u72b6\u51b5\u3002""<SEP>""\u63cf\u8ff0\u897f\u5b89\u7684\u6c14\u5019\u7279\u5f81\u3002""<SEP>""\u5f71\u54cd\u6cc9\u5dde\u4eba\u7fa4\u6d3b\u52a8\u7684\u56e0\u7d20\u3002""<SEP>""\u63cf\u8ff0\u5927\u8fde\u5f53\u524d\u5929\u6c14\u72b6\u51b5\u7684\u8bcd\u6c47\u3002""<SEP>""\u6307\u4ee3\u5927\u6c14\u72b6\u51b5\uff0c\u5305\u62ec\u6e29\u5ea6\u3001\u6e7f\u5ea6\u3001\u98ce\u529b\u7b49\u3002""<SEP>""\u63cf\u8ff0\u5929\u6c14\u72b6\u51b5\u7684\u6982\u5ff5\u3002""<SEP>""\u63cf\u8ff0\u5357\u4eac\u548c\u6dee\u5b89\u7684\u5929\u6c14\u60c5\u51b5\u3002""<SEP>""\u6cb3\u5357\u5730\u533a\u76ee\u524d\u7684\u5929\u6c14\u72b6\u51b5\u3002""<SEP>""\u5f71\u54cd\u5047\u671f\u51fa\u884c\u5b89\u6392\u7684\u5929\u6c14\u4e8b\u4ef6\u3002""<SEP>""\u63cf\u8ff0\u5e7f\u4e1c\u5730\u533a\u5728\u4e94\u4e00\u671f\u95f4\u7684\u5929\u6c14\u72b6\u51b5\u3002""<SEP>""\u5728\u4e94\u4e00\u671f\u95f4\u51fa\u73b0\u7684\u5929\u6c14\u73b0\u8c61\uff0c\u5982\u5927\u96e8\u3002""', entity_type: '""\u4e8b\u4ef6""', source_id: 'chunk-76f5499ccd74dbdbfe589edf5fba924d<SEP>chunk-af6ca6b6e94e53bb74179419f4ee46ce<SEP>chunk-e92189c6ac7a8fa685cb61b2cb0d7324<SEP>chunk-bc188afbb66a579429ad1b8cc69b18bb<SEP>chunk-de5439b0938d9cbc06e63379df261057<SEP>chunk-c6223033b41efa71b874c6658f00b6a3<SEP>chunk-744878ca731cfa7d643a2a60baf0f204<SEP>chunk-38aba4529117eedabf48b55990ffc2ae<SEP>chunk-e9b9f96d7fece3a803eb710d463ef8c5<SEP>chunk-ffbba68102e6633c27f6f386c98b25d4<SEP>chunk-ea2cd7f57b9f0b0b08e6dab06e0489cf<SEP>chunk-de32eeb4a1badde392b4e81d318d9e9f<SEP>chunk-fea819d4a04cfc3c64834ccfe8f4bf6b<SEP>chunk-2ec30d52f4ad1203d0caf95aceef1044<SEP>chunk-46781a7d2f66e8cffb246af61e0a7c42<SEP>chunk-ddf2cfc4d25dcdb2e980c4cbff4a9769<SEP>chunk-c66b9f229ed1b117213a581ed90a0062<SEP>chunk-cd0903e47688e13b805c638de8b92a12<SEP>chunk-bc916b743009e87c83ad8a165dc22b6f<SEP>chunk-3ef897b0aff3d3656b12a0eb65678ecb<SEP>chunk-8d8d1da0e732b08bc57e10b3436ba4ae<SEP>chunk-b68f6153db2532ebf5eef2e54af2d9d0<SEP>chunk-a56026b9edd4ad3c02375942d371d1de<SEP>chunk-75e2f73d30ad716c9c9c99467c364a31<SEP>chunk-9a54761530e083aadd2f2f1867efcbbf<SEP>chunk-df6929a1bd0feab65415eedf93f0c2cf<SEP>chunk-2a36e2f3419c7a1251cb9cb1d13ec0f2<SEP>chunk-af4ab1ddb846118a92cdee4050752e3d<SEP>chunk-df93a354b5690e4dc9f2bb66732f6aeb<SEP>chunk-6cb81bb9b077672e98210b943d4ac9e8<SEP>chunk-700d2eae0c7c98641ed80eeb7d0eb047<SEP>chunk-cda36156b7d0d642d8a2c167f2c67a96<SEP>chunk-1f0aa0389bff276c376cd4321c5ae37b<SEP>chunk-c5741cf8ea4d6e8efc07da61b57d19c5<SEP>chunk-7969b5a80eb4240718c51d5e35bbbcfe<SEP>chunk-de4a48a557c1b50d4f2fc8ef32f48950<SEP>chunk-113c0f3d8b2de4c04f81774a51613962<SEP>chunk-cf28742fe1711b23be461ea597d55bbf<SEP>chunk-07af288af790e1cfa7dc0c5b8dc6fcaa<SEP>chunk-1b333c46d06fe05272ca831661f40343<SEP>chunk-204f68bb28056c3a0bd0befcfef571fc<SEP>chunk-b27a25bd93daaf3adbea95b09e2f7681<SEP>chunk-627bdf77d04b22a2621c4387bc9c9007<SEP>chunk-ca16d33cbb8de443078ad7fbc1bb1087<SEP>chunk-974ec37555816d40ec4641ac1c51e3fd<SEP>chunk-3611a81d3ac304092cbe51936de20b2a<SEP>chunk-630c6af5c9d294c3605dc971dc8a7388<SEP>chunk-01680c40d573dcc658cb6a29ca4a0dd5<SEP>chunk-c3dcff42ce1c06d7dab7b8b168416ca7<SEP>chunk-83cd7cedd2a7d59084e44d0fc1d50af0<SEP>chunk-c0854b1ad76c5fa61ec98699c9001be5<SEP>chunk-5ff7336f382581bfeb71940aca0a96d7<SEP>chunk-65de1110d03a4f3aa5b3020d8622a3a0<SEP>chunk-adf6b64a362863af42090f2057fe08c9<SEP>chunk-6213c0144ee4130da4782d8786559c66<SEP>chunk-bca797251f26f1a2c5db2c35cfbce98f<SEP>chunk-e1ff789719b09a3b4ad9a5fcc3aa8e23'})"
